"";"place_name";"place_with_parent_names";"geonames_id";"lat.lon";"price";"currency";"price_aprox_local_currency";"price_aprox_usd";"surface_in_m2";"price_usd_per_m2";"floor";"rooms";"expenses";"title";"extra";"surface_total_in_m2";"surface_covered_in_m2";"price_per_m2";"id";"country_name";"state_name";"year"
"45";"Villa Urquiza";"|Argentina|Capital Federal|Villa Urquiza|";"3433775";"-34.5863524439,-58.4874204201";NA;"USD";1027144,8;108000;"58";1862,068966;"5";"NA";NA;"Departamento 58mÂ² con TelÃ©fono en DE LOS CONSTITUYENTES, Av 3900, Capital Federal, Villa Urquiza, por U$S 108.000";"{\\address\\:\\DE LOS CONSTITUYENTES, Av 3900\\,\\images\\:[\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=0\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=1\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=2\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=3\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=4\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=5\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=6\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=7\u0026w=800\u0026h=600\\],\\original_ad\\:{\\modif\\:\\2015-08-20 17:32:20\\,\\pais\\:\\Argentina\\,\\unidad\\:\\m2\\,\\depend\\:\\No\\,\\cochera\\:\\No\\,\\tel\\:\\No\\,\\aestrenar\\:\\No\\,\\original_property_type\\:\\Departamento\\},\\features\\:{\\Dependencias\\:\\No\\,\\Cochera\\:\\No\\,\\TelÃ©fono\\:\\No\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"46";"Villa del Parque";"|Argentina|Capital Federal|Villa del Parque|";"3427455";"-34.5990818,-58.4786693";85000;"USD";808401;85000;"47";1808,510638;"1";"1";NA;"DEPARTAMENTO EN VENTA";"{\\address\\:\\CHORROARIN, AVDA. al 100\\,\\year\\:5,\\condition\\:\\Muy Bueno\\,\\original_url\\:\\http://www.amaira.com/ficha/FRA1362/departamento-amaira-villa-del-parque-capital-federal\\,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/FRA/FRA1362_2.jpg?1446333866\\,\\http://www.amaira.com.ar/buscador/imagenes/FRA/FRA1362_3.jpg?1446333866\\,\\http://www.amaira.com.ar/buscador/imagenes/FRA/FRA1362_4.jpg?1446333866\\,\\http://www.amaira.com.ar/buscador/imagenes/FRA/FRA1362_5.jpg?1446333866\\,\\http://www.amaira.com.ar/buscador/imagenes/FRA/FRA1362_6.jpg?1446333866\\],\\features\\:{\\Departamentos\\:\\1\\,\\Amoblado\\:\\N\\,\\Apto profesional\\:\\no\\,\\Baulera\\:\\N\\,\\Calefaccion\\:\\PICOS DE GAS\\,\\Cochera\\:\\1\\,\\Dependencia\\:\\no\\},\\expenses\\:{\\currency_id\\:\\ars\\,\\price\\:\\$1200\\},\\original_ad\\:{\\amoblado\\:\\N\\,\\calefaccion\\:\\PICOS DE GAS\\,\\baulera\\:\\N\\,\\dependencia\\:\\no\\,\\cochera\\:\\1\\,\\departamentos\\:\\1\\,\\apto_profesional\\:\\no\\,\\original_property_type\\:\\DEPARTAMENTO\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"47";"Villa Urquiza";"|Argentina|Capital Federal|Villa Urquiza|";"3433775";"-34.5863524439,-58.4874204201";108000;"USD";1047675,6;108000;"NA";1862,068966;"5";"NA";NA;"Departamento 58mÂ² con Dependencias en DE LOS CONSTITUYENTES, Av 3900, Capital Federal, Villa Urquiza, por U$S 108.000";"{\\address\\:\\DE LOS CONSTITUYENTES, Av 3900\\,\\images\\:[\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=0\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=1\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=2\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=3\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=4\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=5\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=6\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=7\u0026w=800\u0026h=600\\],\\original_ad\\:{\\modif\\:\\2015-08-20 17:32:20\\,\\pais\\:\\Argentina\\,\\unidad\\:\\m2\\,\\depend\\:\\No\\,\\cochera\\:\\No\\,\\tel\\:\\No\\,\\aestrenar\\:\\No\\,\\original_property_type\\:\\Departamento\\},\\features\\:{\\Dependencias\\:\\No\\,\\Cochera\\:\\No\\,\\TelÃ©fono\\:\\No\\},\\places_array\\:[\\C.A.B.A\\,\\Villa Urquiza\\,\\*No Definida\\]}";"58";"51";"2117.6470589999999";"NA";"NA";"NA";2015
"48";"Villa del Parque";"|Argentina|Capital Federal|Villa del Parque|";"3427455";"-34.5972864842,-58.4898115027";NA;"USD";1245888,6;131000;"70";1871,428571;"NA";"NA";NA;"EXCELENTE 3 AMBIENTES AL FRENTE";"{\\images\\:[\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568015.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568016.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568017.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568018.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568019.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568020.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568021.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568022.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568023.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568024.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/2071/74227/568025.jpg\\],\\propertyCode\\:\\2071-0040\\,\\lastUpdate\\:\\2015-02-28T16:21:13+0000\\,\\address\\:\\AVENIDA SAN MARTIN 5000\\,\\original_ad\\:{\\original_property_type\\:\\Departamento\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"49";"Villa Urquiza";"|Argentina|Capital Federal|Villa Urquiza|";"3433775";"-34.5863524439,-58.4874204201";NA;"USD";1004184;108000;"58";1862,068966;"5";"NA";"NA";"Departamento 58mÂ² en DE LOS CONSTITUYENTES, Av 3900, Capital Federal, Villa Urquiza, por $ 108.000";"{\\address\\:\\DE LOS CONSTITUYENTES, Av 3900\\,\\images\\:[\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=0\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=1\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=2\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=3\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=4\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=5\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=6\u0026w=800\u0026h=600\\,\\http://sistemadixon.com/get/img_properati.php?c=6603427\u0026n=7\u0026w=800\u0026h=600\\],\\original_ad\\:{\\modif\\:\\2015-08-20 17:32:20\\,\\pais\\:\\Argentina\\,\\unidad\\:\\m2\\,\\depend\\:\\No\\,\\cochera\\:\\No\\,\\tel\\:\\No\\,\\aestrenar\\:\\No\\,\\original_property_type\\:\\Departamento\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"50";"San Martin";"|Argentina|Bs.As. G.B.A. Zona Norte|General San Martin|San Martin|";"NA";"-34.5969033,-58.495934";110000;"USD";1067077;110000;"NA";533,9805825;"NA";"NA";NA;"Casa";"{\\address\\:\\EMILIO ZOLA AL 5600\\,\\images\\:[\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/738334.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745879.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745880.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745881.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745882.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745883.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745884.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745885.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745886.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745887.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90540/745888.jpg\\],\\features\\:{\\Cochera\\:true},\\propertyCode\\:\\74-2725\\,\\lastUpdate\\:\\2015-11-04T17:45:46+0000\\,\\original_ad\\:{\\original_property_type\\:\\Casa\\},\\places_array\\:[\\Argentina\\,\\Buenos Aires\\,\\San Martin\\,\\Villa Ballester\\]}";"206";"87";"1264.3678159999999";"NA";"NA";"NA";2015
"51";"Villa Pueyrredon";"|Argentina|Capital Federal|Villa Pueyrredon|";"3429703";"-34.5900881,-58.4954446";340000;"USD";3127456;340000;"186";1827,956989;"NA";"4";"NA";"PH en V.Pueyrredon";"{\\address\\:\\Nueva York 2713\\,\\year\\:10,\\agent\\:{\\name\\:\\BEIRO\\,\\emails\\:[\\devoto.beiro3299@grupomega.com.ar\\],\\phones\\:[\\4504-4222\\]},\\features\\:{\\Agua Corriente\\:true,\\Cloaca\\:true,\\Gas Natural\\:true,\\Electricidad\\:true,\\Pavimento\\:true,\\Balcon\\:true,\\Cocina\\:true,\\Comedor diario\\:true,\\Suite\\:true,\\Jardin\\:true,\\Living comedor\\:true,\\Terraza\\:true,\\Toilette\\:true},\\original_ad\\:{\\created_at\\:\\2015-05-07T14:15:10\\,\\custom1\\:\\0.00\\,\\deleted_at\\:\\2015-06-11T20:52:59\\,\\development_excel_extra_data\\:\\[]\\,\\disposition\\:\\Frente\\,\\extra_attributes\\:[{\\is_measure\\:false,\\name\\:\\\\,\\value\\:\\\\}],\\fake_address\\:\\Nueva York 2713 \\,\\floors_amount\\:4,\\is_starred_on_web\\:true,\\legally_checked\\:\\Desconocido\\,\\location\\:{\\full_location\\:\\Argentina | Capital Federal | V.Pueyrredon \\,\\id\\:24749,\\name\\:\\V.Pueyrredon\\,\\short_location\\:\\Argentina | Capital Federal | V.Pueyrredon \\,\\state\\:\\/api/v1/state/146/\\},\\operations\\:[{\\operation_type\\:\\Venta\\,\\prices\\:[{\\currency\\:\\USD\\,\\price\\:340000}]}],\\parking_lot_amount\\:2,\\property_condition\\:\\---\\,\\real_address\\:\\Nueva York 2713 \\,\\reference_code\\:\\GPH109797\\,\\resource_uri\\:\\/api/v1/property/109797/\\,\\semiroofed_surface\\:\\0.00\\,\\situation\\:\\---\\,\\toilet_amount\\:1,\\total_surface\\:\\0.00\\,\\type\\:{\\code\\:\\PH\\,\\id\\:13,\\name\\:\\PH\\},\\unroofed_surface\\:\\0.00\\,\\videos\\:[{\\description\\:\\\\,\\id\\:379,\\order\\:1,\\player_url\\:\\http://www.youtube.com/embed/Kr31l0gMTJU?autoplay=1\\,\\provider\\:\\youtube\\,\\title\\:\\Nueva York 2700\\,\\url\\:\\http://www.youtube.com/watch?v=Kr31l0gMTJU\\,\\video_id\\:\\Kr31l0gMTJU\\}],\\original_property_type\\:{\\code\\:\\PH\\,\\id\\:13,\\name\\:\\PH\\}},\\images\\:[\\https://tbcn.s3.amazonaws.com/water_pics/104326795496328390276626598283640353927877159197226215257142427469089300831802.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/41041008919969621717367648594875020287004057780409165165945629303131434924340.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/73520401031478008683101202533097997716396815104306359149797141949469437058019.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/48516000159443370171385655670008902332307846249074682488584557685083777510011.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/110704787683081232791521396941525312295130591340769157832022756299234027841201.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/40349565887780001195131155258029525391077514695882847039816082638927338355206.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/66416199993473675912728202213271649203265778386796501874597447720598394661539.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/45869441247534669655553090792617288171092105838491389355829101531261288642879.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/109577430795408137501767911669018723640599411455911386270740481513174875535326.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/54849284453291635148446518991085670069230642448877927304952872627466299617497.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/71439674930699561851193811641403795226548322980769285319237607325757368910457.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/56207484951712312947029840955547779434036872120781203890781484894522433779820.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/80088645321950716463518459580405979972441269848110186994639938398711738327492.jpg\\],\\videos\\:[\\http://www.youtube.com/watch?v=Kr31l0gMTJU\\]}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"52";"Villa Pueyrredon";"|Argentina|Capital Federal|Villa Pueyrredon|";"3429703";"-34.5922013167,-58.496913777";67000;"USD";594517,8;67000;"38";1763,157895;"8";"2";"NA";"DEPARTAMENTO EN VENTA";"{\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/LIN/LIN884_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LIN/LIN884_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LIN/LIN884_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LIN/LIN884_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LIN/LIN884_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LIN/LIN884_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LIN/LIN884_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/LIN/LIN884_9.jpg\\],\\original_ad\\:{\\expensas\\:\\650\\},\\address\\:\\NAZCA al 3900\\,\\year\\:36,\\videos\\:[],\\condition\\:\\Bueno\\,\\original_url\\:\\http://www.amaira.com/ficha/LIN884/departamento-amaira-villa-pueyrredaÂ“n-capital-federal\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"53";"Villa Devoto";"|Argentina|Capital Federal|Villa Devoto|";"3427451";"-34.5905819,-58.4870985";365000;"USD";3297629;365000;"368";991,8478261;"NA";"NA";"NA";"Casa En Venta . Av.Francisco BeirÃ² 2267";"{\\images\\:[\\https://tbcn.s3.amazonaws.com/pictures/21526245961849807907776263096441557631015166402198118061059423879486982349010.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/43322048454848910877414856199795054592852874084012625168724154404606873019265.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/12013619918110844058809574836273091928883192036292490686148149290287774045840.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/32777268814023750389547042193044165712742873872262656931764320242576276152859.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/87944828547908030175108698819906606306806905584880614715490256774931558597550.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/109635696556259599671705692031824212438808085034095227462755965300555964413421.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/56452052403538169176378181141033332042656072919929191470424587888569461222041.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/59304707073950866121520643601151695913049351740903226554976530279140018936796.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/35801628141503264584791214738356359740559760758504624700600392490131063638195.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/16507933573526368661566585688688272133059271134191385162269906343815507567914.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/79348793335612481160944558544524426719973455159713122478404099859329314116086.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/52212767820779350459096850903372024725515536939930321556118517330010592404249.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/101892181653112159331210362311295631968092467001403364144589257595487173135768.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/4234689651119339500836381837545929722557654997248671935409106252075725266283.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/25391188320591740634782404576818740750700366347342297569084409272851277411196.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/104317011672197748744801697014110317500963666538734914846806289373342915935766.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/63316342984337049535447357899948435446280867854422307795090813445000140005636.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/56207344857346811951921983815335544729674985420504765530880521579550136552136.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/74989324911393124869957536473313673262141773951754902284309140134460560006924.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/104162172304229058034486148441133044073959862913307712807344217703368540808010.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/20562874927845663538421933354256172116011370711469045382152996485788029987525.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/101722065255332708075198480636529908111786261907188531614800920478422220187740.jpg\\,\\https://tbcn.s3.amazonaws.com/pictures/77712556201069435270293936095378553155020145303296692617590859104974886951087.jpg\\],\\features\\:{\\Agua Corriente\\:true,\\Cloaca\\:true,\\Gas Natural\\:true,\\Electricidad\\:true,\\Pavimento\\:true,\\Cocina\\:true,\\Comedor\\:true,\\Comedor diario\\:true,\\Jardin\\:true,\\Lavadero\\:true,\\Living\\:true,\\Patio\\:true,\\Terraza\\:true},\\original_ad\\:{\\created_at\\:\\2015-04-17T15:27:06\\,\\custom1\\:\\0.00\\,\\deleted_at\\:\\2015-05-26T14:14:14\\,\\development_excel_extra_data\\:\\[]\\,\\disposition\\:\\Frente\\,\\floors_amount\\:1,\\legally_checked\\:\\Desconocido\\,\\location\\:{\\divisions\\:[{\\id\\:24742,\\name\\:\\B.San Pedro\\,\\resource_uri\\:\\/api/v1/location/24742/\\}],\\full_location\\:\\Argentina | Capital Federal | V.Devoto \\,\\id\\:24741,\\name\\:\\V.Devoto\\,\\short_location\\:\\Argentina | Capital Federal | V.Devoto \\,\\state\\:\\/api/v1/state/146/\\},\\operations\\:[{\\operation_type\\:\\Venta\\,\\prices\\:[{\\currency\\:\\USD\\,\\price\\:365000}]}],\\producer\\:{\\email\\:\\nicolas.pulvirenti@grupomega.com.ar\\,\\id\\:1464,\\name\\:\\Nicolas Pulvirenti\\,\\picture\\:\\https://tbcn.s3.amazonaws.com/static/img/user.png\\},\\property_condition\\:\\---\\,\\real_address\\:\\Av.Francisco BeirÃ² 2267\\,\\reference_code\\:\\GHO103210\\,\\resource_uri\\:\\/api/v1/property/103210/\\,\\semiroofed_surface\\:\\0.00\\,\\situation\\:\\Habitada\\,\\suite_amount\\:3,\\total_surface\\:\\0.00\\,\\type\\:{\\code\\:\\HO\\,\\id\\:3,\\name\\:\\Casa\\},\\videos\\:[{\\description\\:\\\\,\\id\\:371,\\order\\:1,\\player_url\\:\\http://www.youtube.com/embed/unJn-cY6WUo?autoplay=1\\,\\provider\\:\\youtube\\,\\title\\:\\Av.beiro 2200\\,\\url\\:\\http://www.youtube.com/watch?v=unJn-cY6WUo\\,\\video_id\\:\\unJn-cY6WUo\\}],\\web_price\\:true},\\address\\:\\Av.Francisco BeirÃ² 2267\\,\\year\\:70,\\agent\\:{\\name\\:\\BEIRO\\,\\emails\\:[\\devoto.beiro3299@grupomega.com.ar\\],\\phones\\:[\\4504-4222\\]},\\videos\\:[\\http://www.youtube.com/watch?v=unJn-cY6WUo\\]}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"54";"Buenos Aires Interior";"|Argentina|Buenos Aires Interior|";"3435907";"-34.5969288,-58.4946344";2e+05;"USD";1806920;2e+05;"295";677,9661017;"NA";"NA";"NA";"CASA 3 AMB. CON GARAGE, QUINCHO Y PARRILLA";"{\\images\\:[\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618881.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618882.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618883.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618884.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618885.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618886.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618890.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618895.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618897.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618899.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618901.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618903.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618905.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618907.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618909.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618911.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618913.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618915.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618917.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618918.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618920.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/209/79392/618922.jpg\\],\\propertyCode\\:\\209-1515\\,\\lastUpdate\\:\\2015-05-06T20:59:15+0000\\,\\address\\:\\Calle 52 - BELGRANO 5487\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"55";"Villa Devoto";"|Argentina|Capital Federal|Villa Devoto|";"3427451";"-34.5958798,-58.4975824";250000;"USD";3992125;250000;"NA";1666,666667;"NA";"NA";"NA";"IncreÃ­ble esquina!!";"NA";"150";"NA";"NA";"0ac3892dadf78fd9a931e6ab017723950f9ed230";"Argentina";"Capital Federal";2015
"56";"San Martin";"|Argentina|Bs.As. G.B.A. Zona Norte|General San Martin|San Martin|";"NA";"-34.5974741,-58.4871867";50000;"USD";485035;50000;"NA";1428,571429;"NA";"NA";NA;"Departamento";"{\\address\\:\\FORMOSA  AL 4900\\,\\images\\:[\\http://images.mapapropapp.com/mapaprop-images/photos/74/90547/738333.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90547/744235.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90547/744238.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90547/744240.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/74/90547/744242.jpg\\],\\propertyCode\\:\\74-2726\\,\\lastUpdate\\:\\2015-11-04T17:42:07+0000\\,\\original_ad\\:{\\original_property_type\\:\\Departamento\\},\\places_array\\:[\\Argentina\\,\\Buenos Aires\\,\\San Martin\\,\\Villa Ballester\\]}";"35";"35";"1428.5714290000001";"NA";"NA";"NA";2015
